source_id,source_type,title,summary,published,updated,authors,url,query,collector_file
2606.04803v1,arxiv,Machine learning via artificial neural networks coupled with density functional theory and experiments for thermodynamic optimization of high-entropy alloys for hydrogen storage at room temperature,"High-entropy alloys (HEAs) have received considerable attention for hydrogen storage because of their compositional flexibility; however, designing HEAs with optimal thermodynamics is critical. This study employs machine learning via artificial neural networks (ANN) and density functional theory (DFT) to design a novel AB-type TixNb2-xVCrMnFe (x = 0.5-2.0) high-entropy system for hydrogen storage at ambient temperature (A: Ti, V and Nb, and B: Cr, Mn and Fe). Both ANN and DFT predict that the hydride formation enthalpy decreases to negative values with increasing the titanium content. Two alloys with x > 1.5 are predicted to achieve enthalpies within the -25 to -39 kJ/mol range, making them appropriate for room-temperature hydrogen storage. Experiments demonstrate good agreement with the enthalpy predictions, with the Ti-rich alloys showing reversible hydrogen storage with fast kinetics at room temperature. These results provide a framework for reliable use of data analysis and ab initio calculations to explore high-entropy hydrides as hydrogen storage materials.",2026-06-03T12:29:14Z,2026-06-03T12:29:14Z,Shivam Dangwal; Pranav Kumar; Yuji Ikeda; Blazej Grabowski; Kaveh Edalati,http://arxiv.org/abs/2606.04803v1,cat:cond-mat.mtrl-sci AND (formation energy OR energy above hull OR phase stability OR thermodynamic stability),arxiv_materials_stability_v2.csv
2606.04745v1,arxiv,Strain-induced suppression of thermochromism in divalent cobalt molybdate thin films,"Thermochromic oxides provide a platform for coupling lattice, electronic, and magnetic degrees of freedom, with divalent cobalt molybdate $CoMoO_4$ as a prototypical example. Despite extensive studies on powders, its thin-film behaviour - critical for device applications - remains largely unexplored. Here, we present a combined experimental and theoretical investigation of $CoMoO_4$ thin films, including the first THz-VIS-UV spectra of $β- CoMoO_4$ in thin-film form. In contrast to bulk powders, which undergo a first order $β\rightarrow α$ structural transition near 230K, the thin films retain the high-temperature $β-$phase across the entire temperature range. We show that microstrain fundamentally reshapes the phase landscape, suppressing thermochromism and stabilizing the $β-$phase. The optical spectra reveal pronounced phonon and electronic anomalies, including a softening of a low-energy, cation-dominated phonon (42cm$^{-1}$) upon cooling, in contrast to conventional mode-hardening. This behaviour indicates incipient atomic displacements analogous to those driving the bulk $β\rightarrow α$ transition, despite the absence of a structural phase change, and saturates between 200 and 150K. Temperature-dependent X-ray diffraction confirms persistent β-phase symmetry with increasing microstrain, consistent with strain-induced frustration of the first-order transition. At higher energies (0.12-3.7eV), the optical response exhibits a blue-shift of Co$^{2+}$crystal-field transitions and charge-transfer excitations, indicating a strain-enhanced ligand field. Supported by structural refinements and theoretical calculations, we identify crystal field strengthening as the key mechanism stabilizing the $β$-phase. These results establish strain as a thermodynamic lever to control phase stability and functional properties in thermochromic oxides.",2026-06-03T11:24:07Z,2026-06-03T11:24:07Z,Kiri Van Koughnet; Joey Williamson; Kane Hill; Robert G. Buckley; Yurii G. Pashkevich; Sergej M. Orel; Eric Lebraud; Manuel Gaudon; Peter P. Murmu; Sarah Spenser; Dominique Appadoo; Shen V. Chong; Fryderyk Lyzwa,http://arxiv.org/abs/2606.04745v1,cat:cond-mat.mtrl-sci AND (formation energy OR energy above hull OR phase stability OR thermodynamic stability),arxiv_materials_stability_v2.csv
2606.04714v1,arxiv,Why Fe doping kills photoluminescence in CsPbCl$_3$ but not in CsPbBr$_3$: Role of midgap Fe 3$d$ states and electron-phonon coupling,"Understanding the impact of transition-metal doping on the optoelectronic properties of halide perovskite nanocrystals is essential for their rational design in photonic applications. We establish the microscopic origin of photoluminescence (PL) quenching in Fe-doped CsPbCl$_3$ using spin-polarized density functional theory calculations. The emergence of Fe 3$d$ midgap states creates efficient electron-trapping centres that drive nonradiative recombination, accounting for the reduced PL intensity. Extending this analysis to Fe-doped CsPbX$_3$ (X = Cl, Br), we show experimentally that although PL intensity is suppressed in both systems relative to their pristine counterparts, their high-doping behaviour diverges: CsPbCl$_3$ becomes completely non-emissive, whereas CsPbBr$_3$ retains a finite, saturated PL intensity. Despite this contrast, electronic structure calculations reveal nearly identical midgap states in both materials, indicating that electronic effects alone cannot explain the distinct PL responses. Phonon calculations likewise fail to capture this difference. In contrast, electron-phonon coupling calculations based on the deformation potential approach reveal significantly stronger coupling in Fe-doped CsPbCl$_3$, enabling efficient dissipation of electronic excitation energy into lattice vibrations and leading to complete PL quenching. These results identify electron-phonon coupling as the key factor governing halide-dependent PL quenching and provide a unified microscopic framework for dopant-induced nonradiative processes in halide perovskites.",2026-06-03T10:47:47Z,2026-06-03T10:47:47Z,Arpan Das; Saptarshi Chakraborty,http://arxiv.org/abs/2606.04714v1,cat:cond-mat.mtrl-sci AND (formation energy OR energy above hull OR phase stability OR thermodynamic stability),arxiv_materials_stability_v2.csv
2606.04667v1,arxiv,Electron-Ion Path Integral Monte Carlo with Hard Core,"We performed numerical (restricted) path integral Monte Carlo experiments on metallic Hydrogen from first principles. We study a quantum two component plasma where one component is made of pointwise particles of negative unitary charge and the other is made of charged hard spheres of positive unitary charge. We study both the additive mixture and a nonadditive mixture where we only keep a hard core between unlike species. We specialize to the case of the electron-proton plasma with a 1:1 ratios between the molar fraction of the two species. We measured thermodynamic and structural properties of the plasma. From an analysis of the structure we see a transition from a metallic Hydrogen phase, to a molecular Hydrogen phase as the temperature is lowered. As expected at high density the correlations are diminished.",2026-06-03T09:45:40Z,2026-06-03T09:45:40Z,Riccardo Fantoni,http://arxiv.org/abs/2606.04667v1,cat:cond-mat.mtrl-sci AND (formation energy OR energy above hull OR phase stability OR thermodynamic stability),arxiv_materials_stability_v2.csv
2606.04559v1,arxiv,Antiferromagnetic Quantum Criticality in Infinite-Layer Cuprates Sr1-xNdxCuO2,"The interplay between quantum criticality and Fermi surface reconstruction is central to elucidating the phase diagram of high-temperature cuprate superconductors. While studies on electron-doped T'-structure cuprates suggest an antiferromagnetic origin of this reconstruction, quantitative consensus has been hindered by apical oxygen instabilities and uncontrolled oxygen vacancies. Here, we overcome these limitations by utilizing ozone-assisted molecular beam epitaxy to synthesize high-quality, oxygen-stoichiometric thin films of infinite-layer cuprate Sr1-xNdxCuO2 across its entire superconducting dome. Hall transport measurements reveal a sharp carrier-type transition signaling a Fermi surface reconstruction at a critical doping xc ~ 0.155. We show that a spin-density-wave tight-binding model quantitatively reproduces the transport evolution, supporting an antiferromagnetic origin of this quantum phase transition. Furthermore, upon suppressing superconductivity with magnetic fields, the normal-state resistivity exhibits a pristine strange metal behavior that persists down to 2 K in the vicinity of xc. Our findings establish an intrinsic, universal antiferromagnetic quantum criticality in electron-doped cuprates, positioning the structurally simplest infinite-layer cuprates as a clean benchmark platform for theories of unconventional superconductivity.",2026-06-03T07:44:46Z,2026-06-03T07:44:46Z,Bin-Jie Wu; Ze-Xian Deng; Guang-Ran Wei; Xi Zhou; Ji-Hai Zhang; Da-Zhuang Deng; Qun Zhu; Yong Zhong; Can-Li Song; Xu-Cun Ma; Qi-Kun Xue,http://arxiv.org/abs/2606.04559v1,cat:cond-mat.mtrl-sci AND (formation energy OR energy above hull OR phase stability OR thermodynamic stability),arxiv_materials_stability_v2.csv
2606.04504v1,arxiv,Mechanical bistability and hysteresis in graphene-CNT hybrid systems: from atomistic simulations to macroscale structural responses,"Hybrid systems composed of graphene (Gr) and carbon nanotubes (CNTs), such as films and aerogels, have attracted broad attention for applications in electronics, mechanics, energy, and environmental science. Since the microstructures of Gr-CNT hybrids strongly affect their properties, it is essential to establish mechanical principles that govern these structures. In this study, we investigated the structural stability and mechanical behavior of Gr-CNT hybrid systems by combining molecular dynamics (MD) simulations and nanoindentation experiments. MD simulations of stacked Gr-CNT structures, in which two Gr layers confine CNTs between them, identified the energetically stable configurations and their governing parameters, i.e., intertube spacing, CNT diameter, and wall number. Specifically, under certain conditions, the structures exhibit mechanical bistability with two stable configurations: adhesion and separation of the Gr layers, arising from the competition between interlayer van der Waals attraction and elastic deformation of Gr and CNTs. Simulated loading--unloading curves display hysteresis and energy dissipation related to the stable configurations. In addition, reduced graphene oxide (rGO)-CNT hybrid films were experimentally fabricated as macroscopic assemblies of the unit structures modeled in the simulations. Atomic force microscopy-based nanoindentation measurements on the rGO-CNT films exhibit clear hysteresis and higher dissipation energy compared with pure rGO, in good agreement with the simulation results. These results provide valuable insights into Gr-CNT hybrid systems and offer guidance for designing microstructures with enhanced properties for advanced applications.",2026-06-03T06:35:31Z,2026-06-03T06:35:31Z,Mingda Ding; Nanami Sakurai; Man Shen; Taiki Inoue; Takahisa Matsuzaki; Takuo Mizuno; Kento Suzuki; John Isaac Enriquez; Harry Handoko Halim; Yuji Hamamoto; Yuta Nishina; Hiroshi Y. Yoshikawa; Yoshitada Morikawa; Yoshihiro Kobayashi,http://arxiv.org/abs/2606.04504v1,cat:cond-mat.mtrl-sci AND (formation energy OR energy above hull OR phase stability OR thermodynamic stability),arxiv_materials_stability_v2.csv
2606.03900v1,arxiv,Bernoulli principle in ferroelectrics,"Ferroelectric materials, characterized by spontaneous electric polarization, exhibit remarkable parallels with fluid dynamics, where polarization flux behaves similarly to fluid flow. Understanding polarization distribution in confined geometries at the nanoscale is crucial for both fundamental physics and technological applications. Here, we show that the classical Bernoulli principle, which describes the conservation of the energy flux along velocity streamlines in a moving fluid, can be extended to the conservation of polarization flux in ferroelectric nanorods with varying cross-sectional areas. Geometric constrictions lead to an increase in polarization, resembling fluid acceleration in a narrowing pipe, while expansions cause a decrease. Beyond a critical expansion, phase separation occurs, giving rise to topological polarization structures such as polarization bubbles, curls and Hopfions. This effect extends to soft ferroelectrics, including ferroelectric nematic liquid crystals, where polarization flux conservation governs the formation of complex mesoscale states.",2026-06-02T16:54:56Z,2026-06-02T16:54:56Z,Anna Razumnaya; Yuri Tikhonov; Dmitrii Naidenko; Ekaterina Linnik; Igor Lukyanchuk,http://arxiv.org/abs/2606.03900v1,cat:cond-mat.mtrl-sci AND (formation energy OR energy above hull OR phase stability OR thermodynamic stability),arxiv_materials_stability_v2.csv
2606.03886v1,arxiv,Data-driven mapping of borophene growth pathways,"Deterministic synthesis of borophene remains challenging because many polymorphs compete during nucleation and growth. Here we combine a reactive machine-learned interatomic potential with grand-canonical Monte Carlo simulations and data-driven structural classification to track borophene formation from early nuclei to extended layers on Ag(111) and Ag(100). We build temperature-pressure substrate growth maps and resolve how vacancy motifs, phase intermixing and seed structure govern polymorph selection. The simulations reproduce key experimental trends, including the prevalence of $β_{12}$/$χ_3$ phases and their temperature-dependent competition, while revealing kinetic pathways that connect metastable nuclei to long-range order. We identify conditions that suppress competing motifs and promote targeted phases, providing actionable synthesis windows. These results establish a predictive framework for directing borophene growth and, more broadly, for controlling polymorphism in low-dimensional materials by coupling atomistic simulation with machine-learning-enabled phase recognition.",2026-06-02T16:50:43Z,2026-06-02T16:50:43Z,Colin Bousige; Jean Furstoss; Julien Lam; Pierre Mignon,http://arxiv.org/abs/2606.03886v1,cat:cond-mat.mtrl-sci AND (formation energy OR energy above hull OR phase stability OR thermodynamic stability),arxiv_materials_stability_v2.csv
2606.03853v1,arxiv,Predicting core-level X-ray photoemission spectra of oxide surfaces from first principles -- a case study for SnO$_2$,"X-ray photoemission spectroscopy (XPS) is a powerful technique to gain insight into the chemical properties of oxide surfaces. However, the interpretation of XPS spectra is notoriously difficult as realistic surfaces contain different terminations, reconstructions, adsorbates and defects all of which leave (potentially overlapping) spectroscopic fingerprints. To address this challenge, we present a first-principles approach based on the Z+1 method that allows us to predict XPS spectra of oxide surfaces which can directly be compared to experimental measurements. We present results for different SnO$_2$ (110) surfaces: the stoichiometric surface, surfaces with different types of vacancies (one of which is the fully reduced surface) and also the fully reduced surface with adsorbed OH and O$_2$ molecules. For these systems, we calculate the O 1s core-electron binding energies of all oxygen atoms and then use this to predict the XPS spectrum. We find that the fully reduced surface gives rise to a highly symmetric peak shape in agreement with recent XPS measurements. In contrast, the spectrum of the stoichiometric surface exhibits an additional feature at low binding energies caused by the bridging oxygen atoms at the surface. For the reduced surface with OH and O$_2$ adsorbates, the spectrum exhibits additional features at higher binding energies. The predicted spectra are in good agreement with experimental results obtained for reduced surfaces that have been exposed to oxygen gas. The presented method is general and can be straightforwardly applied to other surfaces.",2026-06-02T16:30:30Z,2026-06-02T16:30:30Z,Wenxuan Cai; Stefan Kucharski; Chris Blackman; Juhan Matthias Kahk; Johannes Lischner,http://arxiv.org/abs/2606.03853v1,cat:cond-mat.mtrl-sci AND (formation energy OR energy above hull OR phase stability OR thermodynamic stability),arxiv_materials_stability_v2.csv
2606.03844v1,arxiv,Quantitative Detection of Molecular Oxygen in the Gas Phase with Fluorescent Nanodiamonds,"The quantitative detection of paramagnetic molecular oxygen (O2) in gas mixtures using optically detected magnetic resonance (ODMR) from negatively charged nitrogen-vacancy (NV-) centers in fluorescent nanodiamonds is described. Fluorescent nanodiamonds approximately 70 nm in diameter were deposited on the glass surface of a microfluidic channel, and the oxygen concentration varied from 0 to 100% (0 to 760 mmHg O2 partial pressure) by mixing O2 and N2 gases at ambient pressure. Continuous-wave (CW) ODMR contrast was measured using a double-modulation (lock-in) detection scheme applied to both optical excitation and microwave drives. The ODMR contrast decreases linearly with oxygen partial pressure, with a sensitivity coefficient k of (-10.1 +/- 0.3) x 10^-4 % mmHg^-1. The oxygen detection limit of the experimental setup was estimated to be approximately 8 mmHg O2 partial pressure (corresponding to about 1% O2 in the gas mixture). Cycling of the content of O2 in the gas mixture in the range of 0-5% revealed slight hysteresis and corresponding repeatability of 0.006 in percent ODMR contrast. The observed fluorescence quenching and relatively slow response (ranging from several to tens of minutes) upon changes in oxygen concentration suggest that physisorption of gas molecules on the nanodiamond surfaces contributes to equilibration dynamics. The applicability of the nanodiamond-based oxygen quantum sensor was further demonstrated by detecting transient bursts of molecular oxygen generated by enzyme-catalyzed decomposition of hydrogen peroxide.",2026-06-02T16:23:32Z,2026-06-02T16:23:32Z,Nicholas A. Nunn; Antonin Marek; Alex I. Smirnov; Olga A. Shenderova; Marco D. Torelli,http://arxiv.org/abs/2606.03844v1,cat:cond-mat.mtrl-sci AND (formation energy OR energy above hull OR phase stability OR thermodynamic stability),arxiv_materials_stability_v2.csv
2606.03818v1,arxiv,Fracture energy of 6H-SiC at the microscale: effects of testing geometry and notch preparation,"Micromechanical testing enables small-scale fracture energy measurements, but values depend strongly on geometry and specimen preparation. Here, the fracture energy of the single-crystal 6H-SiC {10-10} plane was measured using microscale double cantilever beam (DCB) and single cantilever beam (SCB) geometries. DCBs showed stable crack growth under displacement control and obtained 7.5 +- 0.3 J/m2. In contrast, SCBs notched by a Ga focused ion beam gave fracture energies over twice this value, indicating Ga implantation and near-notch residual stresses. Increasing the final notching current increased the measured fracture energy further. Although near-cryogenic notching limited ion-beam-induced damage, it did not reconcile SCB-derived values with DCB test results. Vacuum annealing substantially lowered the fracture energy and brought SCB results into close agreement with DCB measurements, whereas annealing in argon was less effective. Our findings highlight the importance of careful sample preparation and testing geometry selection for reliable fracture property measurement in ceramic materials.",2026-06-02T15:59:34Z,2026-06-02T15:59:34Z,Zhuoqi Lucas Li; Siyang Wang; Ao Li; James O. Douglas; Florian Bouville; Oriol Gavalda-Diaz; Katharina Tinka Marquardt; Finn Giuliani,http://arxiv.org/abs/2606.03818v1,cat:cond-mat.mtrl-sci AND (formation energy OR energy above hull OR phase stability OR thermodynamic stability),arxiv_materials_stability_v2.csv
2606.03738v1,arxiv,Demonstrating magnetic memory in iron-rhodium structures using a quantum diamond microscope,"Iron-rhodium (FeRh) has a first-order phase transition near room temperature between antiferromagnetic (AFM) and ferromagnetic (FM) phases, making it a promising material for magnetic memory technologies like heat-assisted magnetic recording (HAMR). It has a comparatively sharper phase transition and lower writing temperature than alternative materials, implying less thermal engineering constraints and an increase in write/read head lifetime. Despite great effort, however, AFM-based magnetic memory using FeRh has not yet been realized. Here, we employ both wide-field and scanning nanoscale quantum diamond microscopes (QDMs) to image directly the magnetic field of a patterned FeRh thin film structure under ambient conditions, demonstrating a magnetic recording technique that is reliable and robust. We experimentally identify coupling between the Néel and magnetization vector directions; and also, that the magnetic orientation of the FM phase uniquely determines the Néel vector in the AFM phase, due to pinned uncompensated magnetic moments (UMMs) in the FeRh structure. Thus, the magnetic orientation is maintained when the system is cycled between AFM and FM phases, providing the foundation for a practical, AFM-based magnetic memory.",2026-06-02T14:53:35Z,2026-06-02T14:53:35Z,Kristine V. Ung; Gregory M. Stephen; Nicholas A. Blumenschein; Alexander J. Edwards; Samuel W. LaGasse; Steven P. Bennett; Aubrey T. Hanbicki; Ronald L. Walsworth; Adam L. Friedman; Paul V. Petruzzi,http://arxiv.org/abs/2606.03738v1,cat:cond-mat.mtrl-sci AND (formation energy OR energy above hull OR phase stability OR thermodynamic stability),arxiv_materials_stability_v2.csv
2606.03710v1,arxiv,Mechanochemical Nano-Writing of an Atomically Thin Metal,"Mechanical energy accelerates many physicochemical processes, including materials syntheses that are hard to produce with thermal energy alone. However, physical understanding connecting applied mechanical forces with internal stresses and ensuing reaction mechanisms is lacking. Here we demonstrate mechanical force-enabled synthesis and nanoscale patterning to metallize a two-dimensional (2D) material, producing an atomically-thin superconducting material. Localized force applied by atomic force microscope tips to van der Waals (vdW) encapsulated stacks of 2D bilayer MoTe2 and adjacent source Pd guides 2D Pd7MoTe2 growth with 50 nm lateral resolution. Force accelerates reaction kinetics exponentially per Eyring's stress-assisted thermal activation model, reducing synthesis temperatures from ~200 °C to near-room temperature. Finite element simulations, density functional theory, and ab-initio grand canonical Monte Carlo calculations show that tip-induced compression facilitates Pd chemisorption to tensile-strained MoTe2 that converts to uniform Pd7MoTe2. This demonstrates a new, generalizable paradigm for nanoscale synthesis of quantum materials, and high-precision engineering of superconductivity.",2026-06-02T14:31:11Z,2026-06-02T14:31:11Z,Shuai Zhang; Yanyu Jia; Atanu Samanta; Yutian Bao; Haosen Guan; Zhaoyi Joy Zheng; Guangming Cheng; Ting Liu; Cangyu Qu; Kenji Watanabe; Takashi Taniguchi; Nan Yao; Ashlie Martini; Leslie Schoop; Andrew M. Rappe; Sanfeng Wu; Robert W. Carpick,http://arxiv.org/abs/2606.03710v1,cat:cond-mat.mtrl-sci AND (formation energy OR energy above hull OR phase stability OR thermodynamic stability),arxiv_materials_stability_v2.csv
2606.03677v1,arxiv,20 ps Non-Destructive Read and 1 ns Write Operations at <5 V in Ferroelectric HfO2/ZrO2 Non-Volatile Memories,"Achieving low-voltage, nanosecond multi-level programming and non-destructive read-out of ferroelectric non-volatile memories (NVM) is critical for analog in-memory computing architectures relying on ferroelectric capacitive devices (FeCap). We integrate HfO2/ZrO2 ferroelectric nanolayers concurrently in the BEOL of CMOS and on SiO2/Si, achieving nanosecond multilevel switching with programming voltages below 5 V. Partial ferroelectric switching enhances FeCap endurance above 1011 cycles, leading to MemCapacitance (MC) states with non-destructive read-out and 10-year retention. However, experiments reveal the collapse of the MC window for read frequencies above 1 MHz. To overcome this speed limit, we introduce a novel, non-destructive readout methodology. Using electrical pulses with widths down to 20 ps, below the RC time constant of the FeCaps, we enable measurement of the polarization-dependent leakage current, providing ultrafast and non-destructive read operations at only 14 fJ.",2026-06-02T14:01:22Z,2026-06-02T14:01:22Z,Alexandre Baigol; Ruben Hamming-Green; Paul Uriarte Vicandi; Jiajie Gao; Till Zellweger; Anwesha Panda; Alexandros Emboras; Miklós Csontos; Mathieu Luisier; Beatriz Noheda; Laura Bégon-Lours,http://arxiv.org/abs/2606.03677v1,cat:cond-mat.mtrl-sci AND (formation energy OR energy above hull OR phase stability OR thermodynamic stability),arxiv_materials_stability_v2.csv
2606.03431v1,arxiv,Epitaxial $\mathrm{Co_2MnSi}$ with intrinsic magnetocrystalline anisotropy as a route to bias-field-free nonlinear half-metal magnonics at the nanoscale,"Half-metallic Heusler compounds like $\mathrm{Co_2MnSi}$ allow to bridge magnonic and spintronic functionality for hybrid unconventional computing approaches with sought-after properties like 100% spin polarization and associated low Gilbert damping $α\leq 10^{-3}$. However, the desirable material parameters are inherently tied to the crystal lattice with a particularly critical dependence on structural order in $\mathrm{Co_2MnSi}$. To date, the successful fabrication of nanoscale devices with robust structural integrity remains yet a challenge, and consequently the impact of the material parameters on the resulting nonlinear spin-wave dynamics remains largely unexplored. Here, we report on a study of linear and nonlinear spin-wave dynamics in transversally magnetized $\mathrm{Co_2MnSi}$ waveguides with impeccable crystalline ordering. We show that epitaxial, $\mathrm{L2}_1$-ordered $\mathrm{Co_2MnSi}$ exhibits an intrinsic cubic anisotropy with first- and second-order contributions, stabilizing a magnetization alignment along the crystal $\langle110\rangle$ directions. We confirm the implication of an unaffected crystal structure resulting in preserved magnetic properties in the patterned structures. Herein, the persistent magnetocrystalline anisotropy reshapes the spin-wave dispersion which yields a first-order nonlinear instability suppression range extending over several GHz - even for vanishing bias fields. Moreover, the intrinsic magnetocrystalline anisotropy can be exploited to counteract shape demagnetization for a stabilized low bias field operation in the favourable Damon-Eshbach geometry with high group velocities and decay lengths. Together with the proven half-metallicity and ultralow Gilbert damping, this research establishes $\mathrm{Co_2MnSi}$ as a robust, scalable platform towards bias-field-free nonlinear half-metal magnonics.",2026-06-02T10:19:01Z,2026-06-02T10:19:01Z,Anna Maria Friedel; Jaafar Ghanbaja; Björn Heinz; Moritz Bechberger; Sylvie Migot; Sébastien Petit-Watelot; Stéphane Andrieu; Philipp Pirro,http://arxiv.org/abs/2606.03431v1,cat:cond-mat.mtrl-sci AND (formation energy OR energy above hull OR phase stability OR thermodynamic stability),arxiv_materials_stability_v2.csv
2606.03405v1,arxiv,Quantum annealing for materials,"Finding the global minimum of a potential energy surface is a fundamental challenge in materials science, with applications ranging from protein folding to cluster physics and, more broadly, to systems in which the number of (meta)stable configurations grows prohibitively large. In recent decades, quantum annealing (QA) has emerged as a promising global optimization strategy, exploiting quantum fluctuations in contrast to the thermal fluctuations that drive its classical counterpart. Here, we introduce a novel implementation of QA based on path-integral molecular dynamics, an efficient and well-established framework for sampling the quantum nuclear density without the need to manipulate many-body wavefunctions explicitly. While retaining the flexibility and simplicity of molecular dynamics simulations, this quantum-annealing protocol delivers strong performance across a wide range of atomic systems, simulated by either empirical force fields or machine-learning interatomic potentials. The method can be used either as a global optimizer of the potential-energy surface, or as a quantum-informed structure-search strategy in which nuclear quantum effects are included directly in the optimization workflow -- a feature particularly relevant for materials such as high-pressure hydrides.",2026-06-02T09:47:31Z,2026-06-02T09:47:31Z,Alfredo Fiorentino; Nicola Marzari,http://arxiv.org/abs/2606.03405v1,cat:cond-mat.mtrl-sci AND (formation energy OR energy above hull OR phase stability OR thermodynamic stability),arxiv_materials_stability_v2.csv
2606.03309v1,arxiv,Unconventional crystallization pathway bypassing the intermediate cubic phase in phase-change superlattices,"The Ge-Sb-Te (GST) superlattice phase-change material is a promising candidate for overcoming the high power-consumption of phase-change memory (PCM). However, the working mechanism of the superlattice PCM remains controversial. Partial amorphization, which is currently considered the most plausible mechanism, remains hotly debated: how does the partially amorphized GST recrystallize into its superlattice phase instead of the conventionally expected cubic phase? Here, we address this issue using large-scale molecular dynamics simulations enabled by a machine-learning interatomic potential. Starting from a partially melted GST superlattice, we demonstrate that the residual crystalline regions serve as nuclei, enabling the amorphous GST to recrystallize directly into the superlattice phase without passing through the intermediate cubic phase. Moreover, the recrystallized phase is not an ideal superlattice, but rather a structurally ordered and chemically disordered defective superlattice characterized by anti-site defects and stacking faults. The defective superlattice region is also more susceptible to melting than the defect-free superlattice, and thereby can act as the active region of the PCM device. These results help to clarify the longstanding debates concerning the mechanism of superlattice-based PCM.",2026-06-02T08:23:47Z,2026-06-02T08:23:47Z,Bai-Qian Wang; Nian-Ke Chen; Yao-Jie Wang; Jia Sun; Yu-Ting Huang; Ming Xu; Shengbai Zhang; Xian-Bin Li,http://arxiv.org/abs/2606.03309v1,cat:cond-mat.mtrl-sci AND (formation energy OR energy above hull OR phase stability OR thermodynamic stability),arxiv_materials_stability_v2.csv
2606.03298v1,arxiv,Stress-triggered atomic explosion of trapped hydrogen initiates crack nucleation,"Hydrogen embrittlement (HE) has persisted for more than a century as one of the most intractable problems in materials science. The prevailing view1 that diffusive H governs embrittlement has fostered the widespread assumption that H trapping at crystal defects mitigates HE. Here we overturn this conventional paradigm. Using plasma/ion irradiation of tungsten, we decouple -- for the first time -- H-induced crack nucleation from subsequent cavity propagation, and reveal nucleation as a two-stage mechanochemical fracture instability enabled by trapped H in the absence of diffusive H. In the first stage, H accumulation to a critical occupancy at dislocation cores acts as a chemical fuse, collapsing the local cohesive strength to a threshold at which infinitesimal external loads can trigger atomic decohesion. This bond rupture instantaneously enables the second stage: confined recombination of atomic hydrogen into molecular form. The abrupt release of chemical energy within an atomically restricted volume generates a transient inflation pressure that drives a dynamic, brittle jump to an internal macroscopic cavity. By separating mechanical decohesion triggering from energetic crack driving, our results provide a deterministic framework for the onset of H-induced crack nucleation under low-stress conditions. Furthermore, we place experimentally the classical H-enhanced decohesion model on an atomistic foundation and elevate it from phenomenology to prediction. Finally, by shifting the focus from experimentally elusive diffusive H to directly measurable trapped H, this work reframes HE as a deterministic, quantifiable instability, establishing a new paradigm for understanding and mitigating H-induced failure in high-strength metals.",2026-06-02T08:12:49Z,2026-06-02T08:12:49Z,Liang Gao; Thomas Schwarz-Selinger; Martin Balden; Cong Li; Peter Manz; Wolfgang Jacob; Rudolf Neu; Christian Linsmeier; GuangHong Lu,http://arxiv.org/abs/2606.03298v1,cat:cond-mat.mtrl-sci AND (formation energy OR energy above hull OR phase stability OR thermodynamic stability),arxiv_materials_stability_v2.csv
2606.04042v1,arxiv,Uncertainty-Aware Symbolic Regression through Bayesian Support Selection,"The Sure Independence Screening and Sparsifying Operator (SISSO) framework is a powerful symbolic-regression method for extracting compact and interpretable descriptors from large nonlinear feature spaces. However, standard SISSO is deterministic: it returns a single descriptor and point prediction, without quantifying uncertainty in descriptor selection, regression coefficients, or predictions. Here we introduce a probabilistic extension in which the sure independence screening (SIS) stage is kept deterministic to preserve scalability, while the sparsifying operator (SO) stage is reformulated as Bayesian inference over the SIS-screened support space. The resulting deterministic-SIS/Bayesian-SO framework yields posterior probabilities for competing descriptor supports, feature-inclusion probabilities, Bayesian-model-averaged predictions, and predictive credible intervals, while recovering the deterministic SO descriptor of standard SISSO in the maximum-a-posteriori limit. Applied to an $X_2YZ$ Heusler-alloy magnetic-moment dataset, the approach gives modest improvements in five-fold cross-validation RMSE and near-nominal empirical coverage of the 95$\%$ predictive intervals. More importantly, the posterior exposes competing, physically related symbolic descriptor families that would appear artificially unique in a deterministic analysis. These results suggest that deterministic-SIS/Bayesian-SO can be used as an uncertainty-aware diagnostic extension of SISSO: a tool for assessing descriptor confidence, stability, and non-uniqueness in small-data materials regression problems.",2026-06-02T05:32:24Z,2026-06-02T05:32:24Z,Satadeep Bhattacharjee,http://arxiv.org/abs/2606.04042v1,cat:cond-mat.mtrl-sci AND (formation energy OR energy above hull OR phase stability OR thermodynamic stability),arxiv_materials_stability_v2.csv
