盲标编号,sample_id,response_id,base_task_id,constraint_family,document_status,source_kind,model,mode,是否存在科学违规_A,是否存在科学违规_B,违规类型（可多选）_A,违规类型（可多选）_B,严重程度_A,严重程度_B,来源说明是否充分_A,来源说明是否充分_B,标注信心_A,标注信心_B,expert_agreement,protocol_adjudicated_label,protocol_adjudicated_violation,protocol_adjudicated_type,protocol_adjudicated_severity,protocol_adjudication_basis,protocol_adjudication_method,auto_violation,auto_constraint_violations_optimized,qwen_plus_violation,qwen_max_violation,human_final_label,human_final_violation,human_final_type,human_final_severity,human_final_basis,human_final_method
BLIND-0125,mp_bal_v2_0582_stability_incomplete,resp_0396f7c5df16fe64,task_31ea7e5a167e9d3e,stability,incomplete,materials_project_derived,mp_property_derived,controlled_balanced,是,是,稳定性;来源可靠性,稳定性,主要错误,主要错误,不充分,不充分,高,高,True,是,True,稳定性,主要错误,两位专家一致判为科学违规,protocol_rule_resolution,True,cautious_stability_claim,True,True,是,True,稳定性,主要错误,两位盲法专家一致判为科学违规,reviewer_consensus
BLIND-0126,mp_bal_v2_0329_band_gap_negative,resp_0399d5c1d3202047,task_75dc60f4c2c08f33,band_gap,outdated_or_incorrect,materials_project_derived,mp_property_derived,controlled_balanced,是,是,带隙;来源可靠性,带隙,主要错误,主要错误,不充分,不充分,高,高,True,是,True,带隙,主要错误,两位专家一致判为科学违规,protocol_rule_resolution,True,non_negative_band_gap,True,True,是,True,带隙,主要错误,两位盲法专家一致判为科学违规,reviewer_consensus
BLIND-0127,mp_bal_v2_0956_conductivity_gap_conflict,resp_03a74e4dfc2e6f4e,task_34d4c54c4a64b46e,band_gap,outdated_or_incorrect,materials_project_derived,mp_property_derived,controlled_balanced,是,是,电导率-带隙一致性,电导率-带隙一致性,主要错误,主要错误,充分,充分,高,高,True,是,True,电导率-带隙一致性,主要错误,两位专家一致判为科学违规,protocol_rule_resolution,True,conductivity_band_gap_consistency,True,True,是,True,电导率-带隙一致性,主要错误,两位盲法专家一致判为科学违规,reviewer_consensus
BLIND-0128,mp_bal_v2_0721_band_gap_high,resp_03b9a672d43ca9b1,task_22e3c1c7028d7bbd,band_gap,outdated_or_incorrect,materials_project_derived,mp_property_derived,controlled_balanced,是,是,带隙;来源可靠性,带隙,主要错误,主要错误,不充分,不充分,高,高,True,是,True,带隙,主要错误,两位专家一致判为科学违规,protocol_rule_resolution,True,band_gap_physical_range,True,True,是,True,带隙,主要错误,两位盲法专家一致判为科学违规,reviewer_consensus
BLIND-0129,mp_bal_v2_0810_conductivity_gap_conflict,resp_03c41bfa58459469,task_bd071300988672e7,band_gap,outdated_or_incorrect,materials_project_derived,mp_property_derived,controlled_balanced,是,否,电导率-带隙一致性,无违规,主要错误,无违规,不充分,不充分,中,中,False,是,True,电导率-带隙一致性,主要错误,回答存在内部性质矛盾或在缺乏必要证据时作出确定科学断言,protocol_rule_resolution,True,conductivity_band_gap_consistency,True,True,是,True,电导率-带隙一致性,主要错误,"与BLIND-0114同构：所给带隙=0.0 eV，回答却称""O2是绝缘体，带隙为0.0 eV""，0 eV带隙与绝缘体标签自相矛盾，构成电导率-带隙一致性违规。",independent_third_human_adjudication
BLIND-0130,mp_bal_v2_0902_stability_incomplete,resp_03f9d87a97130461,task_0a930b0e47b16bda,stability,incomplete,materials_project_derived,mp_property_derived,controlled_balanced,是,是,稳定性;来源可靠性,稳定性,主要错误,主要错误,不充分,不充分,高,高,True,是,True,稳定性,主要错误,两位专家一致判为科学违规,protocol_rule_resolution,True,cautious_stability_claim,True,True,是,True,稳定性,主要错误,两位盲法专家一致判为科学违规,reviewer_consensus
BLIND-0131,mp_bal_v2_0931_stability_incomplete,resp_040de77f17d58002,task_80df86558697d846,stability,incomplete,materials_project_derived,mp_property_derived,controlled_balanced,是,是,稳定性;来源可靠性,稳定性,主要错误,主要错误,不充分,不充分,高,高,True,是,True,稳定性,主要错误,两位专家一致判为科学违规,protocol_rule_resolution,True,cautious_stability_claim,True,True,是,True,稳定性,主要错误,两位盲法专家一致判为科学违规,reviewer_consensus
BLIND-0132,mp_bal_v2_0809_stability_incomplete,resp_040e07490b6f94af,task_7424a260e9fc7e5a,stability,incomplete,materials_project_derived,mp_property_derived,controlled_balanced,是,是,稳定性;来源可靠性,稳定性,主要错误,主要错误,不充分,不充分,高,高,True,是,True,稳定性,主要错误,两位专家一致判为科学违规,protocol_rule_resolution,True,cautious_stability_claim,True,True,是,True,稳定性,主要错误,两位盲法专家一致判为科学违规,reviewer_consensus
BLIND-0133,mp_bal_v2_0314_stability_incomplete,resp_042c8299d5161ab3,task_b5240856e1bfcf79,stability,incomplete,materials_project_derived,mp_property_derived,controlled_balanced,是,是,稳定性;来源可靠性,稳定性,主要错误,主要错误,不充分,不充分,高,高,True,是,True,稳定性,主要错误,两位专家一致判为科学违规,protocol_rule_resolution,True,cautious_stability_claim,True,True,是,True,稳定性,主要错误,两位盲法专家一致判为科学违规,reviewer_consensus
BLIND-0134,mp_bal_v2_0152_stability_incomplete,resp_0437d9b96872ae68,task_fd4832bb05baede2,stability,incomplete,materials_project_derived,mp_property_derived,controlled_balanced,是,是,稳定性;来源可靠性,稳定性,主要错误,主要错误,不充分,不充分,高,高,True,是,True,稳定性,主要错误,两位专家一致判为科学违规,protocol_rule_resolution,True,cautious_stability_claim,True,True,是,True,稳定性,主要错误,两位盲法专家一致判为科学违规,reviewer_consensus
BLIND-0135,mp_bal_v2_0799_stability_incomplete,resp_044b10df8863da94,task_b8501cfa367cf339,stability,incomplete,materials_project_derived,mp_property_derived,controlled_balanced,是,是,稳定性;来源可靠性,稳定性,主要错误,主要错误,不充分,不充分,高,高,True,是,True,稳定性,主要错误,两位专家一致判为科学违规,protocol_rule_resolution,True,cautious_stability_claim,True,True,是,True,稳定性,主要错误,两位盲法专家一致判为科学违规,reviewer_consensus
BLIND-0136,mp_bal_v2_0017_stability_incomplete,resp_04738b10695dd165,task_9ec5c745f5b7b422,stability,incomplete,materials_project_derived,mp_property_derived,controlled_balanced,是,是,稳定性;来源可靠性,稳定性,主要错误,主要错误,不充分,不充分,高,高,True,是,True,稳定性,主要错误,两位专家一致判为科学违规,protocol_rule_resolution,True,cautious_stability_claim,True,True,是,True,稳定性,主要错误,两位盲法专家一致判为科学违规,reviewer_consensus
BLIND-0137,mp_bal_v2_0448_stability_incomplete,resp_0474bc04baff4733,task_e89b7187bb9f98d9,stability,incomplete,materials_project_derived,mp_property_derived,controlled_balanced,是,是,稳定性;来源可靠性,稳定性,主要错误,主要错误,不充分,不充分,高,高,True,是,True,稳定性,主要错误,两位专家一致判为科学违规,protocol_rule_resolution,True,cautious_stability_claim,True,True,是,True,稳定性,主要错误,两位盲法专家一致判为科学违规,reviewer_consensus
BLIND-0138,mp_bal_v2_0047_stability_incomplete,resp_04c0a8a82f9e61a0,task_7f516f20a2b37633,stability,incomplete,materials_project_derived,mp_property_derived,controlled_balanced,是,是,稳定性;来源可靠性,稳定性,主要错误,主要错误,不充分,不充分,高,高,True,是,True,稳定性,主要错误,两位专家一致判为科学违规,protocol_rule_resolution,True,cautious_stability_claim,True,True,是,True,稳定性,主要错误,两位盲法专家一致判为科学违规,reviewer_consensus
BLIND-0139,mp_bal_v2_0910_stability_incomplete,resp_04c791a09f8c9368,task_480a0e35090444cf,stability,incomplete,materials_project_derived,mp_property_derived,controlled_balanced,是,是,稳定性;来源可靠性,稳定性,主要错误,主要错误,不充分,不充分,高,高,True,是,True,稳定性,主要错误,两位专家一致判为科学违规,protocol_rule_resolution,True,cautious_stability_claim,True,True,是,True,稳定性,主要错误,两位盲法专家一致判为科学违规,reviewer_consensus
BLIND-0140,mp_bal_v2_0778_stability_incomplete,resp_053b3087c4dcc591,task_80cf7a523fb20b3f,stability,incomplete,materials_project_derived,mp_property_derived,controlled_balanced,是,是,稳定性;来源可靠性,稳定性,主要错误,主要错误,不充分,不充分,高,高,True,是,True,稳定性,主要错误,两位专家一致判为科学违规,protocol_rule_resolution,True,cautious_stability_claim,True,True,是,True,稳定性,主要错误,两位盲法专家一致判为科学违规,reviewer_consensus
BLIND-0141,mp_bal_v2_0408_stability_incomplete,resp_058ae7b6215bc44a,task_c454e078ad9ff01c,stability,incomplete,materials_project_derived,mp_property_derived,controlled_balanced,是,是,稳定性;来源可靠性,稳定性,主要错误,主要错误,不充分,不充分,高,高,True,是,True,稳定性,主要错误,两位专家一致判为科学违规,protocol_rule_resolution,True,cautious_stability_claim,True,True,是,True,稳定性,主要错误,两位盲法专家一致判为科学违规,reviewer_consensus
BLIND-0142,mp_bal_v2_0159_stability_incomplete,resp_05d16a0dbb54d998,task_ebd84b7c71e46c1d,stability,incomplete,materials_project_derived,mp_property_derived,controlled_balanced,是,是,稳定性;来源可靠性,稳定性,主要错误,主要错误,不充分,不充分,高,高,True,是,True,稳定性,主要错误,两位专家一致判为科学违规,protocol_rule_resolution,True,cautious_stability_claim,True,True,是,True,稳定性,主要错误,两位盲法专家一致判为科学违规,reviewer_consensus
BLIND-0143,mp_bal_v2_0962_stability_incomplete,resp_05ed15347bc2662b,task_c3011e429d2dddb5,stability,incomplete,materials_project_derived,mp_property_derived,controlled_balanced,是,是,稳定性;来源可靠性,稳定性,主要错误,主要错误,不充分,不充分,高,高,True,是,True,稳定性,主要错误,两位专家一致判为科学违规,protocol_rule_resolution,True,cautious_stability_claim,True,True,是,True,稳定性,主要错误,两位盲法专家一致判为科学违规,reviewer_consensus
BLIND-0144,mp_bal_v2_0662_stability_incomplete,resp_0662124c763bf267,task_f6a978ec3f1eeafb,stability,incomplete,materials_project_derived,mp_property_derived,controlled_balanced,是,是,稳定性;来源可靠性,稳定性,主要错误,主要错误,不充分,不充分,高,高,True,是,True,稳定性,主要错误,两位专家一致判为科学违规,protocol_rule_resolution,True,cautious_stability_claim,True,True,是,True,稳定性,主要错误,两位盲法专家一致判为科学违规,reviewer_consensus
BLIND-0145,mp_bal_v2_0573_stability_incomplete,resp_067a5914db8756ac,task_811011d72371ffe9,stability,incomplete,materials_project_derived,mp_property_derived,controlled_balanced,是,是,稳定性;来源可靠性,稳定性,主要错误,主要错误,不充分,不充分,高,高,True,是,True,稳定性,主要错误,两位专家一致判为科学违规,protocol_rule_resolution,True,cautious_stability_claim,True,True,是,True,稳定性,主要错误,两位盲法专家一致判为科学违规,reviewer_consensus
BLIND-0146,natural_arxiv_current_0246,resp_002b6ba46c86ff76,task_1b8fe5d91a814d42,superconductivity,current,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,否,否,无违规,无违规,无违规,无违规,充分,充分,高,高,True,否,False,无违规,无违规,两位专家一致判为无科学违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,两位盲法专家一致判为无科学违规,reviewer_consensus
BLIND-0147,natural_arxiv_current_0117,resp_01f61e0ebf8bb69d,task_20caeccfadb83154,pressure,current,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,否,否,无违规,无违规,无违规,无违规,充分,充分,高,高,True,否,False,无违规,无违规,两位专家一致判为无科学违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,两位盲法专家一致判为无科学违规,reviewer_consensus
BLIND-0148,natural_arxiv_current_0014,resp_023821568da737de,task_a396574e856b77c6,natural_claim,current,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,是,否,来源可靠性,无违规,轻微问题,无违规,不充分,不充分,中,中,False,否,False,无违规,无违规,仅存在答案相关性或来源说明不足；按主协议不计为科学约束违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,回答为关于该领域的通用背景陈述，未报告该真实文献的具体定量结论，但陈述本身不含科学性错误（无数值矛盾、无物理上不可能的断言、无内部不自洽）。此为答案相关性/忠实度（faithfulness）不足，不属于本协议定义的科学约束违规范畴（faithfulness ≠ scientific correctness）。,independent_third_human_adjudication
BLIND-0149,natural_arxiv_current_0077,resp_024be1cbe053f4c4,task_f85e2999a4f544cc,stability,current,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,否,否,无违规,无违规,无违规,无违规,充分,充分,高,高,True,否,False,无违规,无违规,两位专家一致判为无科学违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,两位盲法专家一致判为无科学违规,reviewer_consensus
BLIND-0150,natural_arxiv_current_0120,resp_027f521cbef2e473,task_a087475b05dd3149,chemical_formula,current,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,否,否,无违规,无违规,无违规,无违规,充分,充分,高,高,True,否,False,无违规,无违规,两位专家一致判为无科学违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,两位盲法专家一致判为无科学违规,reviewer_consensus
BLIND-0151,natural_arxiv_noisy_0009,resp_02ade0d87e9c584b,task_1f1bb8b90ecd8530,natural_claim,incomplete,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,是,否,来源可靠性,无违规,轻微问题,无违规,不充分,不充分,中,中,False,否,False,无违规,无违规,仅存在答案相关性或来源说明不足；按主协议不计为科学约束违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,回答为关于该领域的通用背景陈述，未报告该真实文献的具体定量结论，但陈述本身不含科学性错误（无数值矛盾、无物理上不可能的断言、无内部不自洽）。此为答案相关性/忠实度（faithfulness）不足，不属于本协议定义的科学约束违规范畴（faithfulness ≠ scientific correctness）。,independent_third_human_adjudication
BLIND-0152,natural_arxiv_current_0107,resp_0521cf4be630bab4,task_f7c2134dfb8731d3,natural_claim,current,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,是,否,来源可靠性,无违规,轻微问题,无违规,不充分,不充分,中,中,False,否,False,无违规,无违规,仅存在答案相关性或来源说明不足；按主协议不计为科学约束违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,回答为关于该领域的通用背景陈述，未报告该真实文献的具体定量结论，但陈述本身不含科学性错误（无数值矛盾、无物理上不可能的断言、无内部不自洽）。此为答案相关性/忠实度（faithfulness）不足，不属于本协议定义的科学约束违规范畴（faithfulness ≠ scientific correctness）。,independent_third_human_adjudication
BLIND-0153,natural_arxiv_current_0194,resp_06064ea6ce1c8a2b,task_8a7b77f4261c28d6,superconductivity,current,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,是,否,来源可靠性,无违规,轻微问题,无违规,不充分,不充分,中,中,False,否,False,无违规,无违规,仅存在答案相关性或来源说明不足；按主协议不计为科学约束违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,回答为关于该领域的通用背景陈述，未报告该真实文献的具体定量结论，但陈述本身不含科学性错误（无数值矛盾、无物理上不可能的断言、无内部不自洽）。此为答案相关性/忠实度（faithfulness）不足，不属于本协议定义的科学约束违规范畴（faithfulness ≠ scientific correctness）。,independent_third_human_adjudication
BLIND-0154,natural_arxiv_current_0075,resp_0639051a9254d281,task_88791629c529c265,natural_claim,current,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,是,否,来源可靠性,无违规,轻微问题,无违规,不充分,不充分,中,中,False,否,False,无违规,无违规,仅存在答案相关性或来源说明不足；按主协议不计为科学约束违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,回答为关于该领域的通用背景陈述，未报告该真实文献的具体定量结论，但陈述本身不含科学性错误（无数值矛盾、无物理上不可能的断言、无内部不自洽）。此为答案相关性/忠实度（faithfulness）不足，不属于本协议定义的科学约束违规范畴（faithfulness ≠ scientific correctness）。,independent_third_human_adjudication
BLIND-0155,natural_arxiv_current_0039,resp_083c17e85b6969a3,task_2339fff864ed53f6,stability,current,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,否,否,无违规,无违规,无违规,无违规,充分,充分,高,高,True,否,False,无违规,无违规,两位专家一致判为无科学违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,两位盲法专家一致判为无科学违规,reviewer_consensus
BLIND-0156,natural_arxiv_noisy_0023,resp_094122c8a374dfbd,task_9f346e3fa7dab149,superconductivity,incomplete,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,是,否,来源可靠性,无违规,轻微问题,无违规,不充分,不充分,中,中,False,否,False,无违规,无违规,仅存在答案相关性或来源说明不足；按主协议不计为科学约束违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,回答为关于该领域的通用背景陈述，未报告该真实文献的具体定量结论，但陈述本身不含科学性错误（无数值矛盾、无物理上不可能的断言、无内部不自洽）。此为答案相关性/忠实度（faithfulness）不足，不属于本协议定义的科学约束违规范畴（faithfulness ≠ scientific correctness）。,independent_third_human_adjudication
BLIND-0157,natural_arxiv_current_0226,resp_0a650c5974f3505e,task_313c33616f21d141,superconductivity,current,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,是,否,来源可靠性,无违规,轻微问题,无违规,不充分,不充分,中,中,False,否,False,无违规,无违规,仅存在答案相关性或来源说明不足；按主协议不计为科学约束违规,protocol_rule_resolution,True,valid_chemical_symbols,False,False,否,False,无违规,无违规,回答为关于该领域的通用背景陈述，未报告该真实文献的具体定量结论，但陈述本身不含科学性错误（无数值矛盾、无物理上不可能的断言、无内部不自洽）。此为答案相关性/忠实度（faithfulness）不足，不属于本协议定义的科学约束违规范畴（faithfulness ≠ scientific correctness）。,independent_third_human_adjudication
BLIND-0158,natural_arxiv_current_0065,resp_0b2bc9135ba1ed86,task_5b15fded391f670f,natural_claim,current,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,否,否,无违规,无违规,无违规,无违规,充分,充分,高,高,True,否,False,无违规,无违规,两位专家一致判为无科学违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,两位盲法专家一致判为无科学违规,reviewer_consensus
BLIND-0159,natural_arxiv_noisy_0234,resp_0bac44c6afefeec8,task_c1fb8bdd16aee410,temperature,incomplete,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,是,否,来源可靠性,无违规,轻微问题,无违规,不充分,不充分,中,中,False,否,False,无违规,无违规,仅存在答案相关性或来源说明不足；按主协议不计为科学约束违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,回答为关于该领域的通用背景陈述，未报告该真实文献的具体定量结论，但陈述本身不含科学性错误（无数值矛盾、无物理上不可能的断言、无内部不自洽）。此为答案相关性/忠实度（faithfulness）不足，不属于本协议定义的科学约束违规范畴（faithfulness ≠ scientific correctness）。,independent_third_human_adjudication
BLIND-0160,natural_arxiv_noisy_0076,resp_0be44476ceb08065,task_e6c355d01624fec5,stability,incomplete,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,是,否,来源可靠性,无违规,轻微问题,无违规,不充分,不充分,中,中,False,否,False,无违规,无违规,仅存在答案相关性或来源说明不足；按主协议不计为科学约束违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,回答为关于该领域的通用背景陈述，未报告该真实文献的具体定量结论，但陈述本身不含科学性错误（无数值矛盾、无物理上不可能的断言、无内部不自洽）。此为答案相关性/忠实度（faithfulness）不足，不属于本协议定义的科学约束违规范畴（faithfulness ≠ scientific correctness）。,independent_third_human_adjudication
BLIND-0161,natural_arxiv_current_0197,resp_0c1ec2462e232ca9,task_d0e7cc1f4b2a6b95,superconductivity,current,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,是,否,来源可靠性,无违规,轻微问题,无违规,不充分,不充分,中,中,False,否,False,无违规,无违规,仅存在答案相关性或来源说明不足；按主协议不计为科学约束违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,回答为关于该领域的通用背景陈述，未报告该真实文献的具体定量结论，但陈述本身不含科学性错误（无数值矛盾、无物理上不可能的断言、无内部不自洽）。此为答案相关性/忠实度（faithfulness）不足，不属于本协议定义的科学约束违规范畴（faithfulness ≠ scientific correctness）。,independent_third_human_adjudication
BLIND-0162,natural_arxiv_noisy_0020,resp_0c29a518e7b25905,task_e16060dcf5ff612a,stability,incomplete,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,否,否,无违规,无违规,无违规,无违规,充分,充分,高,高,True,否,False,无违规,无违规,两位专家一致判为无科学违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,两位盲法专家一致判为无科学违规,reviewer_consensus
BLIND-0163,natural_arxiv_current_0042,resp_0c918879a382962f,task_0789fe70d0afa0bb,natural_claim,current,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,是,否,来源可靠性,无违规,轻微问题,无违规,不充分,不充分,中,中,False,否,False,无违规,无违规,仅存在答案相关性或来源说明不足；按主协议不计为科学约束违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,回答为关于该领域的通用背景陈述，未报告该真实文献的具体定量结论，但陈述本身不含科学性错误（无数值矛盾、无物理上不可能的断言、无内部不自洽）。此为答案相关性/忠实度（faithfulness）不足，不属于本协议定义的科学约束违规范畴（faithfulness ≠ scientific correctness）。,independent_third_human_adjudication
BLIND-0164,natural_arxiv_current_0105,resp_0d0871867967782e,task_4d25a925d0dcc85e,natural_claim,current,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,否,否,无违规,无违规,无违规,无违规,充分,充分,高,高,True,否,False,无违规,无违规,两位专家一致判为无科学违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,两位盲法专家一致判为无科学违规,reviewer_consensus
BLIND-0165,natural_arxiv_noisy_0241,resp_0ec280e38ee91ffd,task_6c5e3df59d0ead32,band_gap,incomplete,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,是,否,来源可靠性,无违规,轻微问题,无违规,不充分,不充分,中,中,False,否,False,无违规,无违规,仅存在答案相关性或来源说明不足；按主协议不计为科学约束违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,回答为关于该领域的通用背景陈述，未报告该真实文献的具体定量结论，但陈述本身不含科学性错误（无数值矛盾、无物理上不可能的断言、无内部不自洽）。此为答案相关性/忠实度（faithfulness）不足，不属于本协议定义的科学约束违规范畴（faithfulness ≠ scientific correctness）。,independent_third_human_adjudication
BLIND-0166,natural_arxiv_current_0031,resp_0f58849816a9e341,task_ee2dd7939e9c6a28,natural_claim,current,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,是,否,来源可靠性,无违规,轻微问题,无违规,不充分,不充分,中,中,False,否,False,无违规,无违规,仅存在答案相关性或来源说明不足；按主协议不计为科学约束违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,回答为关于该领域的通用背景陈述，未报告该真实文献的具体定量结论，但陈述本身不含科学性错误（无数值矛盾、无物理上不可能的断言、无内部不自洽）。此为答案相关性/忠实度（faithfulness）不足，不属于本协议定义的科学约束违规范畴（faithfulness ≠ scientific correctness）。,independent_third_human_adjudication
BLIND-0167,natural_arxiv_noisy_0207,resp_0fa051f6f512c020,task_a9cd92b63030d7d2,formation_energy,incomplete,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,是,否,来源可靠性,无违规,轻微问题,无违规,不充分,不充分,中,中,False,否,False,无违规,无违规,仅存在答案相关性或来源说明不足；按主协议不计为科学约束违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,回答为关于该领域的通用背景陈述，未报告该真实文献的具体定量结论，但陈述本身不含科学性错误（无数值矛盾、无物理上不可能的断言、无内部不自洽）。此为答案相关性/忠实度（faithfulness）不足，不属于本协议定义的科学约束违规范畴（faithfulness ≠ scientific correctness）。,independent_third_human_adjudication
BLIND-0168,natural_arxiv_noisy_0238,resp_106d4c48a20eab49,task_dfdef0eb2539c080,natural_claim,incomplete,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,是,否,来源可靠性,无违规,轻微问题,无违规,不充分,不充分,中,中,False,否,False,无违规,无违规,仅存在答案相关性或来源说明不足；按主协议不计为科学约束违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,回答为关于该领域的通用背景陈述，未报告该真实文献的具体定量结论，但陈述本身不含科学性错误（无数值矛盾、无物理上不可能的断言、无内部不自洽）。此为答案相关性/忠实度（faithfulness）不足，不属于本协议定义的科学约束违规范畴（faithfulness ≠ scientific correctness）。,independent_third_human_adjudication
BLIND-0169,natural_arxiv_current_0159,resp_1086a5f2a9af7c8e,task_3d29e054ad544aca,natural_claim,current,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,否,否,无违规,无违规,无违规,无违规,充分,充分,高,高,True,否,False,无违规,无违规,两位专家一致判为无科学违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,两位盲法专家一致判为无科学违规,reviewer_consensus
BLIND-0170,natural_arxiv_current_0108,resp_10af303045d52e60,task_1051e103a3820d87,temperature,current,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,是,否,来源可靠性,无违规,轻微问题,无违规,不充分,不充分,中,中,False,否,False,无违规,无违规,仅存在答案相关性或来源说明不足；按主协议不计为科学约束违规,protocol_rule_resolution,True,valid_chemical_symbols,False,False,否,False,无违规,无违规,回答为关于该领域的通用背景陈述，未报告该真实文献的具体定量结论，但陈述本身不含科学性错误（无数值矛盾、无物理上不可能的断言、无内部不自洽）。此为答案相关性/忠实度（faithfulness）不足，不属于本协议定义的科学约束违规范畴（faithfulness ≠ scientific correctness）。,independent_third_human_adjudication
BLIND-0171,natural_arxiv_noisy_0092,resp_11374dccf007ac35,task_dec46281d32f7152,superconductivity,incomplete,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,是,否,来源可靠性,无违规,轻微问题,无违规,不充分,不充分,中,中,False,否,False,无违规,无违规,仅存在答案相关性或来源说明不足；按主协议不计为科学约束违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,回答为关于该领域的通用背景陈述，未报告该真实文献的具体定量结论，但陈述本身不含科学性错误（无数值矛盾、无物理上不可能的断言、无内部不自洽）。此为答案相关性/忠实度（faithfulness）不足，不属于本协议定义的科学约束违规范畴（faithfulness ≠ scientific correctness）。,independent_third_human_adjudication
BLIND-0172,natural_arxiv_noisy_0049,resp_1240fc3baa006b5b,task_fead016b1dec5251,pressure,incomplete,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,是,否,来源可靠性,无违规,轻微问题,无违规,不充分,不充分,中,中,False,否,False,无违规,无违规,仅存在答案相关性或来源说明不足；按主协议不计为科学约束违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,回答为关于该领域的通用背景陈述，未报告该真实文献的具体定量结论，但陈述本身不含科学性错误（无数值矛盾、无物理上不可能的断言、无内部不自洽）。此为答案相关性/忠实度（faithfulness）不足，不属于本协议定义的科学约束违规范畴（faithfulness ≠ scientific correctness）。,independent_third_human_adjudication
BLIND-0173,natural_arxiv_noisy_0191,resp_1243c75136731d5e,task_125155ce1e94b1af,superconductivity,incomplete,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,否,否,无违规,无违规,无违规,无违规,充分,充分,高,高,True,否,False,无违规,无违规,两位专家一致判为无科学违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,两位盲法专家一致判为无科学违规,reviewer_consensus
BLIND-0174,natural_arxiv_noisy_0103,resp_1243d0a0760d3dd2,task_3af899626a499bd0,natural_claim,incomplete,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,否,否,无违规,无违规,无违规,无违规,充分,充分,高,高,True,否,False,无违规,无违规,两位专家一致判为无科学违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,两位盲法专家一致判为无科学违规,reviewer_consensus
BLIND-0175,natural_arxiv_noisy_0027,resp_1300c1f0af89b85f,task_47ccc4ba7c7caa54,natural_claim,incomplete,real_arxiv_abstract,extractive_real_arxiv,matched_and_mismatched,否,否,无违规,无违规,无违规,无违规,充分,充分,高,高,True,否,False,无违规,无违规,两位专家一致判为无科学违规,protocol_rule_resolution,False,,False,False,否,False,无违规,无违规,两位盲法专家一致判为无科学违规,reviewer_consensus
